,id_instal,codi_carrer,tipus_via,nom_carrer,num_carrer,codi_barri,nom_barri,codi_districte,nom_districte,latitud,longitud,etrs89_x,etrs89_y,data_instalacio,data_desinstalacio,font,geometry,index_right,tram,descripció,coordenades
368,4607,161101,C,Independència,261,65,el Clot,10,Sant Martí,41.40639,2.185133,431890.834,4584192.219,06/02/2020,29/01/2021,TRÀNSIT,POINT (2.185133 41.40639),385,386,Consell de Cent (Av. Diagonal a Av. Meridiana),"2.179938843306084,41.40181117423615,2.186779658078291,41.40675670727526"
369,4626,202402,Pl,Masadas,1,61,la Sagrera,9,Sant Andreu,41.424877,2.189826,432302.259,4586240.863,12/02/2020,30/01/2021,OCI,POINT (2.189826 41.424877),336,337,Gran Sant Andreu - Sagrera (Onze de Setembre a Clot),"2.189763912155924,41.430121589108,2.190355516132891,41.42883536481936,2.19088631705161,41.42781374590944,2.191126295383297,41.42248086123464,2.191359452503887,41.41885543432907,2.191409157224926,41.41695147241376"
370,4646,86403,Pl,Concòrdia,7,19,les Corts,4,Les Corts,41.386486,2.132121,427437.693,4582025.479,17/02/2020,29/01/2021,OCI,POINT (2.132121 41.386486),127,128,Travessera de les Corts (Numància a Carles III),"2.135218562339925,41.38693508241438,2.130862115723176,41.38418496658105,2.128276775562381,41.38247933509404"
371,4666,169409,G.V.,Corts Catalanes,755,5,el Fort Pienc,2,L'Eixample,41.401284,2.183707,431766.261,4583626.412,19/02/2020,30/01/2021,OBRES,POINT (2.183707 41.401284),429,431,Gran Via (Pl. Glòries a Marina),"2.186311513964077,41.4030144156127,2.180134740853668,41.39840878537596"
372,4686,170758,C,Josep Soldevila,15,60,Sant Andreu,9,Sant Andreu,41.429049,2.195533,432783.463,4586699.629,04/03/2020,01/08/2020,INFRASTRUCTURES FERROVIÀRIES,POINT (2.195533 41.429049),526,483,Onze de Setembre - Fabra i Puig (Josep Soldevila a Meridiana),"2.196033981203009,41.4300124680609,2.192794273057617,41.43015508587055,2.184554855429002,41.43027629192884,2.184461125473065,41.43021813102304,2.182905770665777,41.43024569214941"
373,4706,193403,Plta,Manuel Ribé,2,2,el Barri Gòtic,1,Ciutat Vella,41.382625,2.17545,431056.362,4581561.515,12/06/2020,30/01/2021,OCI,POINT (2.17545 41.382625),183,184,Via Laietana (Pl. Uruiqnaona a Jaume I),"2.172764148073199,41.38847907390234,2.178713576908242,41.38395432230343"
374,4726,349706,C,Comte d'Urgell,155,9,la Nova Esquerra de l'Eixample,2,L'Eixample,41.387485,2.151347,429046.238,4582120.524,17/06/2020,10/12/2020,OBRES,POINT (2.151347 41.387485),117,118,Urgell (Aragó a Av. Sarrià),"2.155087251262404,41.3847939170512,2.148272703278802,41.38988040074583"
375,4786,326303,C,Sitges,5,1,el Raval,1,Ciutat Vella,41.384378,2.16967,430574.9,4581760.703,26/06/2020,19/04/2024,OCI,POINT (2.16967 41.384378),174,175,Pelai (Pl. Universitat a Balmes),"2.164651529417385,41.38596143246053,2.167492740544994,41.38568927796226"
376,4806,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,07/07/2020,11/12/2020,OCI,POINT (2.218416 41.411656),358,359,Rambla Prim (Gran Via a Pl. Llevant),"2.208671312523127,41.41921804470648,2.219083540091873,41.41146214044532"
377,4846,284804,C,Robador,31,1,el Raval,1,Ciutat Vella,41.379396,2.170909,430673.242,4581206.666,14/07/2020,,OCI,POINT (2.170909 41.379396),167,168,Paral.lel (Ronda de Sant Pau a Josep Carner),"2.167816301234855,41.37498443097444,2.170053678754829,41.37498037614426,2.175315866190084,41.37468859847726,2.175588886421747,41.37452956680852,2.175962748986153,41.37437372698415"
378,4866,352507,Pg,Vall d'Hebron,132,38,la Teixonera,7,Horta-Guinardó,41.423837,2.14176,428284.734,4586164.15,15/07/2020,,TRÀNSIT,POINT (2.14176 41.423837),469,510,Ronda de Dalt (Av. Jordà a Pl. d'Alfons Comín),"2.14208683741844,41.42478486634349,2.138598258442783,41.41751917800882,2.138030400794959,41.41654512544981,2.137423925919799,41.41605695976401,2.136192772524788,41.41537640165964"
379,4887,319206,C,Santes Creus,8,43,Horta,7,Horta-Guinardó,41.430238,2.162217,430001.0,4586858.0,29/07/2020,14/09/2022,OCI,POINT (2.162217 41.430238),229,230,Pg. Maragall (Av. Borbó a Tajo),"2.176420160032533,41.42514778193972,2.176062930391005,41.42550174433217,2.175923750155488,41.42555299014852,2.169863932837171,41.42727338771934,2.165982916035478,41.42775210216563,2.16425306134175,41.4279224515797,2.16366982183428,41.42812106284786,2.162075636201777,41.42958198263647"
380,4888,329505,C,Tajo,31,43,Horta,7,Horta-Guinardó,41.429785,2.162318,430008.932,4586807.657,29/07/2020,06/10/2022,OCI,POINT (2.162318 41.429785),229,230,Pg. Maragall (Av. Borbó a Tajo),"2.176420160032533,41.42514778193972,2.176062930391005,41.42550174433217,2.175923750155488,41.42555299014852,2.169863932837171,41.42727338771934,2.165982916035478,41.42775210216563,2.16425306134175,41.4279224515797,2.16366982183428,41.42812106284786,2.162075636201777,41.42958198263647"
381,4889,346800,Rbla,Poblenou,16,68,el Poblenou,10,Sant Martí,41.398314,2.204957,433539.551,4583280.239,30/07/2020,14/10/2021,OCI,POINT (2.204957 41.398314),299,300,Passeig de Calvell (Bac de Roda a Llacuna),"2.205228190625193,41.39652580463805,2.206229405630515,41.39739162549994,2.207425121148774,41.39851840828394,2.207511945858076,41.39855922910689,2.209256993450663,41.40015618302436,2.211509942918168,41.40184996180719"
382,4890,235300,Pl,Olles,4,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,41.383731,2.18313,431699.641,4581678.226,30/07/2020,02/03/2022,OCI,POINT (2.18313 41.383731),293,294,Av. Marqués de l'Argentera (Passeig de Picasso a Pl. Antonio López),"2.185806765732625,41.38558559351512,2.185733331770534,41.38550293688728,2.18560923553121,41.38545958337497,2.183655852074802,41.38313804536244,2.183508502627158,41.38308270243066,2.183331617254489,41.38290566330407,2.183243174739578,41.38272313901077,2.183221074292046,41.38264573919017,2.182123336425879,41.38139085247857"
383,4891,269006,C,Portal Nou,17,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,41.388604,2.180647,431497.206,4582221.147,30/07/2020,02/03/2022,OCI,POINT (2.180647 41.388604),201,202,Comerç (Passeig Lluís Companys a Marquès de l'Argentera),"2.181385992954379,41.38991178971306,2.181346275758846,41.38969322198503,2.181419946488563,41.38862404619364,2.182045101584673,41.38686895011053,2.182175867678566,41.38666827390093,2.182435217590493,41.38631790109311,2.182709046713609,41.38604148620381,2.18440401061698,41.38476606086355,2.184954595699347,41.38443208032796"
384,4892,195500,C,Margarit,52,11,el Poble Sec,3,Sants-Montjuïc,41.372563,2.163145,430016.708,4580454.272,30/07/2020,14/10/2021,OCI,POINT (2.163145 41.372563),166,167,Paral.lel (Ronda de Sant Pau a Calàbria),"2.160792086641019,41.37497290149459,2.167854030790994,41.37490608736539"
385,4906,43400,C,Blai,41,11,el Poble Sec,3,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,04/08/2020,03/02/2021,OCI,POINT (2.163579 41.374055),166,167,Paral.lel (Ronda de Sant Pau a Calàbria),"2.160792086641019,41.37497290149459,2.167854030790994,41.37490608736539"
386,4926,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,05/08/2020,11/12/2020,OBRES,POINT (2.182525 41.408356),262,263,Mallorca (Meridiana a Padilla),"2.177767070193757,41.40524164523826,2.186902704088871,41.41209685968441"
387,4946,194100,C,La Maquinista,2,3,la Barceloneta,1,Ciutat Vella,41.380438,2.187454,432057.743,4581309.258,21/07/2020,,OCI,POINT (2.187454 41.380438),390,391,Pg. Joan de Borbó (Pepe Rubianes a Dr. Aiguader),"2.18815,41.37803,2.18782,41.37882,2.18779,41.37892,2.18754,41.37951,2.18751,41.3796,2.18722,41.3803,2.18718,41.38039,2.18689,41.38119,2.18688,41.38126,2.1867,41.38168,2.18665,41.3818,2.1865,41.38195,2.18643,41.38201"
388,4966,225500,C,Nàpols,238,6,la Sagrada Família,2,L'Eixample,41.401143,2.171896,430778.835,4583620.108,26/08/2020,10/12/2020,OBRES,POINT (2.171896 41.401143),263,264,Mallorca (Padilla a Passeig de Sant Joan),"2.177763706074873,41.4052353026407,2.170011548506239,41.39941440081933,2.169951058459747,41.39930869468298"
389,4986,158901,Pl,Osca,2,18,Sants,3,Sants-Montjuïc,41.376198,2.138527,427962.0,4580878.0,03/09/2020,09/10/2020,SUPERILLA,POINT (2.138527 41.376198),133,134,Carrer de Sants (Premià a Carles III),"2.13056495482207,41.37551932892383,2.139029826571497,41.37532269074156"
390,5026,246000,C,Parlament,25,10,Sant Antoni,2,L'Eixample,41.376425,2.162425,429960.622,4580883.642,29/09/2020,06/10/2022,OCI,POINT (2.162425 41.376425),365,366,Comte Borrell (Manso a Av. Paral·lel),"2.16546,41.3751,2.16545,41.37524,2.16508,41.37552,2.16205,41.37608,2.16433,41.37608,2.16399,41.37634,2.16251,41.37643,2.16304,41.37682,2.16335,41.37683,2.16097,41.3769,2.16208,41.37777"
391,5027,87009,C,Comte Borrell,34,10,Sant Antoni,2,L'Eixample,41.376948,2.163438,430045.873,4580940.865,29/09/2020,06/10/2022,OCI,POINT (2.163438 41.376948),365,366,Comte Borrell (Manso a Av. Paral·lel),"2.16546,41.3751,2.16545,41.37524,2.16508,41.37552,2.16205,41.37608,2.16433,41.37608,2.16399,41.37634,2.16251,41.37643,2.16304,41.37682,2.16335,41.37683,2.16097,41.3769,2.16208,41.37777"
392,5029,323203,C,Sepúlveda,131,10,Sant Antoni,2,L'Eixample,41.381475,2.160105,429772.01,4581446.086,29/09/2020,02/02/2021,XARXA DE TRANSPORT PÚBLIC,POINT (2.160105 41.381475),158,159,Sepúlveda (Ronda de Sant Antoni a Urgell),"2.163768754090227,41.38415045625439,2.159830062122552,41.38119425116891"
393,5046,264206,C,Avenir,55,26,Galvany,5,Sarrià-Sant Gervasi,41.394591,2.144827,428508.923,4582914.797,30/09/2020,04/02/2021,PROVES,POINT (2.144827 41.394591),100,101,Travessera de Gràcia (Pl. Francesc Macià a Aribau),"2.145328725665552,41.39328713932515,2.145715651226843,41.3936440454352,2.146166330292589,41.39399597241549,2.149331967851977,41.39594861552571"
394,5066,112208,C,Escudellers,48,2,el Barri Gòtic,1,Ciutat Vella,41.38039,2.177537,431228.473,4581311.696,27/10/2020,10/10/2022,OCI,POINT (2.177537 41.38039),291,292,Passeig de Colom (Pl. Antonio López a Pl. Portal de la Pau),"2.182102513985287,41.38137656982789,2.177895016062157,41.37616695259703"
395,5086,21306,C,Arc del Teatre,5,1,el Raval,1,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,02/11/2020,15/11/2021,OCI,POINT (2.175112 41.378242),291,292,Passeig de Colom (Pl. Antonio López a Pl. Portal de la Pau),"2.182102513985287,41.38137656982789,2.177895016062157,41.37616695259703"
396,5106,96203,C,Chapí,66,43,Horta,7,Horta-Guinardó,41.431907,2.159929,429811.652,4587045.206,18/11/2020,06/10/2022,TRÀNSIT,POINT (2.159929 41.431907),227,228,Tajo (Passeig Maragall a Lisboa),"2.161974238108335,41.42958593949358,2.161509267308832,41.42956792960246,2.161329029511705,41.42959012688268,2.160673922238157,41.4296735883434,2.160191446524415,41.42972188349516,2.159535142857323,41.42973514097989,2.15934579266158,41.42972579532387,2.159097457282819,41.42969463175218"
397,5107,351901,Pg,Valldaura,24,43,Horta,7,Horta-Guinardó,41.437482,2.156005,429489.839,4587667.269,18/11/2020,11/11/2021,SUPERILLA,POINT (2.156005 41.437482),464,505,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx),"2.152205808556786,41.43777292822851,2.156488946588773,41.43901622050223,2.162379125526168,41.44001276764648"
398,5108,701272,Jard,Mediterrània,1,13,la Marina de Port,3,Sants-Montjuïc,41.360031,2.140171,428081.675,4579081.761,18/11/2020,15/11/2021,OCI,POINT (2.140171 41.360031),147,148,Passeig de la Zona Franca (Foc a Pl. Cerdà),"2.135855093788495,41.364740410228,2.141860784071918,41.35640232035159"
399,5109,701272,Jard,Mediterrània,0,13,la Marina de Port,3,Sants-Montjuïc,41.359424,2.141027,428152.564,4579013.661,18/11/2020,,OCI,POINT (2.141027 41.359424),147,148,Passeig de la Zona Franca (Foc a Pl. Cerdà),"2.135855093788495,41.364740410228,2.141860784071918,41.35640232035159"
400,5126,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,11/12/2020,13/05/2021,OBRES,POINT (2.182525 41.408356),262,263,Mallorca (Meridiana a Padilla),"2.177767070193757,41.40524164523826,2.186902704088871,41.41209685968441"
401,5127,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,11/12/2020,10/03/2021,OCI,POINT (2.218416 41.411656),358,359,Rambla Prim (Gran Via a Pl. Llevant),"2.208671312523127,41.41921804470648,2.219083540091873,41.41146214044532"
402,5128,225500,C,Nàpols,238,6,la Sagrada Família,2,L'Eixample,41.401143,2.171896,430778.835,4583620.108,10/12/2020,07/07/2021,OBRES,POINT (2.171896 41.401143),263,264,Mallorca (Padilla a Passeig de Sant Joan),"2.177763706074873,41.4052353026407,2.170011548506239,41.39941440081933,2.169951058459747,41.39930869468298"
403,5129,349706,C,Comte d'Urgell,155,9,la Nova Esquerra de l'Eixample,2,L'Eixample,41.387485,2.151347,429046.238,4582120.524,10/12/2020,11/03/2021,OBRES,POINT (2.151347 41.387485),117,118,Urgell (Aragó a Av. Sarrià),"2.155087251262404,41.3847939170512,2.148272703278802,41.38988040074583"
404,5130,158901,Pl,Osca,10,18,Sants,3,Sants-Montjuïc,41.376153,2.138468,427957.0,4580873.0,10/12/2020,02/09/2021,SUPERILLA,POINT (2.138468 41.376153),133,134,Carrer de Sants (Premià a Carles III),"2.13056495482207,41.37551932892383,2.139029826571497,41.37532269074156"
405,5186,249304,C,Pere IV,523,71,Provençals del Poblenou,10,Sant Martí,41.418244,2.209617,433949.261,4585489.202,20/11/2020,14/06/2022,TRÀNSIT,POINT (2.209617 41.418244),356,357,Pere IV (Bac de Roda a Gran Via),"2.202295095581528,41.40882609688327,2.20318865609541,41.41007327115852,2.203848007254801,41.41111370969998,2.2047582326462,41.41211275938164,2.207222578980737,41.41526887527138,2.208905500345961,41.41729972993026,2.209923402260159,41.41858883748697,2.209519103715456,41.41885609785354,2.208855639897611,41.41967022660469"
406,5187,143609,C,Josep Pla,163,71,Provençals del Poblenou,10,Sant Martí,41.415206,2.207165,433741.27,4585153.845,20/11/2020,,TRÀNSIT,POINT (2.207165 41.415206),356,357,Pere IV (Bac de Roda a Gran Via),"2.202295095581528,41.40882609688327,2.20318865609541,41.41007327115852,2.203848007254801,41.41111370969998,2.2047582326462,41.41211275938164,2.207222578980737,41.41526887527138,2.208905500345961,41.41729972993026,2.209923402260159,41.41858883748697,2.209519103715456,41.41885609785354,2.208855639897611,41.41967022660469"
407,5188,249304,C,Pere IV,416,71,Provençals del Poblenou,10,Sant Martí,41.412182,2.204888,433547.907,4584819.847,20/11/2020,01/09/2022,TRÀNSIT,POINT (2.204888 41.412182),356,357,Pere IV (Bac de Roda a Gran Via),"2.202295095581528,41.40882609688327,2.20318865609541,41.41007327115852,2.203848007254801,41.41111370969998,2.2047582326462,41.41211275938164,2.207222578980737,41.41526887527138,2.208905500345961,41.41729972993026,2.209923402260159,41.41858883748697,2.209519103715456,41.41885609785354,2.208855639897611,41.41967022660469"
408,5206,169409,G.V.,Corts Catalanes,755,5,el Fort Pienc,2,L'Eixample,41.401284,2.183707,431766.261,4583626.412,03/02/2021,09/03/2021,OBRES,POINT (2.183707 41.401284),429,431,Gran Via (Pl. Glòries a Marina),"2.186311513964077,41.4030144156127,2.180134740853668,41.39840878537596"
409,5207,43400,C,Blai,41,11,el Poble Sec,3,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,03/02/2021,13/05/2021,OCI,POINT (2.163579 41.374055),166,167,Paral.lel (Ronda de Sant Pau a Calàbria),"2.160792086641019,41.37497290149459,2.167854030790994,41.37490608736539"
410,5226,18505,C,Aragó,346,7,la Dreta de l'Eixample,2,L'Eixample,41.396322,2.170567,430662.643,4583085.947,03/02/2021,02/09/2021,TRÀNSIT,POINT (2.170567 41.396322),273,274,Aragó (Passeig de Sant Joan a Pau Claris),"2.172077345970409,41.3975679065241,2.166376385524089,41.39329630870387"
411,5246,86403,Pl,Concòrdia,7,19,les Corts,4,Les Corts,41.386486,2.132121,427437.693,4582025.479,04/02/2021,11/03/2021,OCI,POINT (2.132121 41.386486),127,128,Travessera de les Corts (Numància a Carles III),"2.135218562339925,41.38693508241438,2.130862115723176,41.38418496658105,2.128276775562381,41.38247933509404"
412,5247,193403,Plta,Manuel Ribé,2,2,el Barri Gòtic,1,Ciutat Vella,41.382625,2.17545,431056.362,4581561.515,04/02/2021,20/10/2021,OCI,POINT (2.17545 41.382625),183,184,Via Laietana (Pl. Uruiqnaona a Jaume I),"2.172764148073199,41.38847907390234,2.178713576908242,41.38395432230343"
413,5266,208001,C,Torrent de l'Olla,218,31,la Vila de Gràcia,6,Gràcia,41.406216,2.152848,429192.067,4584198.701,04/03/2021,17/03/2021,PROVES,POINT (2.152848 41.406216),89,90,Gran de Gràcia (Travessera de Gràcia a Pl. Lesseps),"2.155479514648078,41.39985197423292,2.153428760580796,41.40158379049262,2.152968048313579,41.40206386216953,2.152638572195631,41.40246210171217,2.1525095732575,41.4026828134673,2.152125043052562,41.40353506454171,2.15191643237495,41.40395423348374,2.151511388072331,41.40448415077102,2.150505382388375,41.40571607854331,2.150413071942448,41.4058198997062,2.150297624541728,41.40593232286924,2.149638049997826,41.40651218065347"
414,5286,169409,G.V.,Corts Catalanes,755,5,el Fort Pienc,2,L'Eixample,41.401284,2.183707,431766.261,4583626.412,09/03/2021,08/06/2021,OBRES,POINT (2.183707 41.401284),429,431,Gran Via (Pl. Glòries a Marina),"2.186311513964077,41.4030144156127,2.180134740853668,41.39840878537596"
415,5306,350308,C,València,369,7,la Dreta de l'Eixample,2,L'Eixample,41.399072,2.171695,430759.837,4583390.357,09/03/2021,28/09/2021,TRÀNSIT,POINT (2.171695 41.399072),266,267,València (Passeig de Sant Joan a Padilla),"2.170881220527396,41.39839048392436,2.17887720356069,41.40440393539819"
416,5326,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,10/03/2021,30/06/2022,OCI,POINT (2.218416 41.411656),358,359,Rambla Prim (Gran Via a Pl. Llevant),"2.208671312523127,41.41921804470648,2.219083540091873,41.41146214044532"
417,5346,86403,Pl,Concòrdia,7,19,les Corts,4,Les Corts,41.386486,2.132121,427437.693,4582025.479,11/03/2021,,OCI,POINT (2.132121 41.386486),127,128,Travessera de les Corts (Numància a Carles III),"2.135218562339925,41.38693508241438,2.130862115723176,41.38418496658105,2.128276775562381,41.38247933509404"
418,5347,348408,C,Tuset,8,26,Galvany,5,Sarrià-Sant Gervasi,41.39545,2.152753,429172.441,4583003.592,11/03/2021,02/10/2023,OCI,POINT (2.152753 41.39545),103,104,Diagonal (Balmes a Pl. Francesc Macià),"2.145092239861253,41.39293570944426,2.154615811848437,41.395349647495"
419,5386,361406,C,Viladomat,2,10,Sant Antoni,2,L'Eixample,41.37554,2.16288,429997.725,4580784.972,23/03/2021,20/09/2021,XARXA DE TRANSPORT PÚBLIC,POINT (2.16288 41.37554),363,364,Viladomat (Manso a Av. Paral·lel),"2.1632,41.37516,2.1632,41.37523,2.1631,41.37532,2.16301,41.37538,2.1625,41.37576,2.16205,41.37608,2.16101,41.37687"
420,5387,176801,C,Roger de Llúria,125,7,la Dreta de l'Eixample,2,L'Eixample,41.39681,2.16328,430054.0,4583146.0,23/03/2021,20/07/2021,PATIS D'ESCOLA,POINT (2.16328 41.39681),188,189,Roger de Llúria (Aragó a Diagonal),"2.167479116678159,41.39415995798503,2.163328963140889,41.39731781385859"
421,5406,43400,C,Blai,41,11,el Poble Sec,3,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,20/05/2021,02/09/2021,OCI,POINT (2.163579 41.374055),166,167,Paral.lel (Ronda de Sant Pau a Calàbria),"2.160792086641019,41.37497290149459,2.167854030790994,41.37490608736539"
422,5426,177101,Via,Laietana,16,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,41.383288,2.17975,431416.605,4581631.729,20/04/2021,15/06/2022,TRÀNSIT,POINT (2.17975 41.383288),186,187,Via Laietana (Pl. Antonio López a Jaume I),"2.178742674933132,41.38398526468507,2.182118556677202,41.38142319525245"
423,5446,247659,C,Pau Claris,131,7,la Dreta de l'Eixample,2,L'Eixample,41.393091,2.166431,430313.436,4582730.666,20/04/2021,15/10/2021,TRÀNSIT,POINT (2.166431 41.393091),181,182,Pau Claris (Aragó a Gran Via),"2.166382943867897,41.39330673590619,2.169901169086754,41.39065532234678"
424,5466,125006,C,Fígols,20,19,les Corts,4,Les Corts,41.381608,2.130061,427260.073,4581485.715,29/04/2021,10/11/2021,TRÀNSIT,POINT (2.130061 41.381608),50,51,Carles III (Carrer de Sants a Travessera de les Corts),"2.1282943789112,41.3824276463974,2.129285094085398,41.37946986514599,2.130054795158036,41.37697846773932,2.130523782875318,41.37551163266588"
425,5486,179708,C,Lincoln,4,26,Galvany,5,Sarrià-Sant Gervasi,41.400139,2.15057,428995.103,4583525.962,29/04/2021,16/02/2022,TRÀNSIT,POINT (2.15057 41.400139),76,77,Via Augusta (Príncep d'Astúries a Travessera de Gràcia),"2.150924953604845,41.40055597013868,2.151254200595316,41.40034906791507,2.151660535176079,41.40001330674661,2.152008562102776,41.39964915201624,2.152491262593654,41.39916246223249,2.152715313116349,41.39892957418046,2.153100348076085,41.39854519853476,2.153185013490384,41.39842766655564"
426,5506,167505,Pl,Joanic,7,31,la Vila de Gràcia,6,Gràcia,41.405521,2.162211,429973.94,4584113.95,29/04/2021,,OCI,POINT (2.162211 41.405521),509,466,Escorial (Pl. Joanic a Camèlies),"2.16311468947372,41.40532750037832,2.158197340478747,41.41060449753257"
427,5526,167505,Pl,Joanic,4,31,la Vila de Gràcia,6,Gràcia,41.405302,2.162306,429981.651,4584089.597,29/04/2021,17/09/2021,OCI,POINT (2.162306 41.405302),509,466,Escorial (Pl. Joanic a Camèlies),"2.16311468947372,41.40532750037832,2.158197340478747,41.41060449753257"
428,5527,274800,C,Ramón y Cajal,154,31,la Vila de Gràcia,6,Gràcia,41.405167,2.162768,430020.152,4584074.214,29/04/2021,21/09/2022,OCI,POINT (2.162768 41.405167),509,466,Escorial (Pl. Joanic a Camèlies),"2.16311468947372,41.40532750037832,2.158197340478747,41.41060449753257"
429,5528,112004,C,Escorial,12,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,41.405534,2.163067,430045.512,4584114.742,29/04/2021,03/05/2023,OCI,POINT (2.163067 41.405534),509,466,Escorial (Pl. Joanic a Camèlies),"2.16311468947372,41.40532750037832,2.158197340478747,41.41060449753257"
430,5566,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,13/05/2021,06/07/2021,OBRES,POINT (2.182525 41.408356),262,263,Mallorca (Meridiana a Padilla),"2.177767070193757,41.40524164523826,2.186902704088871,41.41209685968441"
431,5586,209900,Av,Meridiana,194,65,el Clot,10,Sant Martí,41.413608,2.187111,432063.613,4584991.918,13/05/2021,15/06/2022,OBRES,POINT (2.187111 41.413608),321,322,Meridiana (Aragó a Felip II),"2.187031337820338,41.40888466816597,2.187018310721958,41.42031299049145"
432,5606,701704,Pl,Joan Pelegrí,1,15,Hostafrancs,3,Sants-Montjuïc,41.376316,2.142397,428285.732,4580887.915,27/05/2021,16/06/2022,ZONES PEATONALS,POINT (2.142397 41.376316),135,136,Carrer de Sants (Pl. Espanya a Premià),"2.148606139352793,41.37521288250654,2.14828912101803,41.37519175575007,2.139035153495739,41.37531696006077"
433,5626,358004,C,Vesuvi,35,52,la Prosperitat,8,Nou Barris,41.445836,2.185651,431975.315,4588571.027,03/06/2021,09/11/2021,TRÀNSIT,POINT (2.185651 41.445836),460,501,Ronda de Dalt (Via Júlia a Nus de la Trinitat),"2.179328917681198,41.44586936429501,2.182378598451076,41.44634564810981,2.187091869274427,41.44676082685486,2.19265601600577,41.44689528355411,2.194499690369067,41.44766066359586,2.196555578147605,41.44984441615763"
434,5646,209900,Av,Meridiana,97,65,el Clot,10,Sant Martí,41.406891,2.186659,432018.872,4584246.58,08/06/2021,,TRÀNSIT,POINT (2.186659 41.406891),320,321,Meridiana (Aragó a Pl. de les Glòries),"2.186008986232371,41.40404960725547,2.18612942875015,41.404135541241,2.186266525266269,41.40421306524782,2.186407062115927,41.40428493489523,2.18655057005362,41.4043459861586,2.186714368777525,41.40439226376698,2.186706125862754,41.40862910196121"
435,5666,207202,C,Mejía Lequerica,22,20,la Maternitat i Sant Ramon,4,Les Corts,41.383306,2.126747,426984.839,4581676.93,15/06/2021,07/06/2022,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA",POINT (2.126747 41.383306),47,48,Carles III (Pl. Maria Cristina a Travessera de les Corts),"2.127240997058315,41.38795627013723,2.127198961493027,41.38779105448947,2.127166182750306,41.38761169759359,2.127110878590235,41.38731891310333,2.127084284213634,41.38703228955262,2.127064463728241,41.38671752632873,2.127072766173412,41.38640186280141,2.127075657121493,41.38612842275721,2.127098672176835,41.38576300231661,2.127150350746558,41.38535189841786,2.127306374377054,41.38471516193128,2.127562858526533,41.38402332062141,2.128071637862974,41.38234778634992"
436,5686,310008,C,Sant Quintí,32,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.413429,2.17823,431321.243,4584979.075,16/06/2021,13/11/2021,TRÀNSIT,POINT (2.17823 41.413429),513,470,Indústria (Padilla a P. Maragall),"2.173283224393245,41.40874727113033,2.180725501371732,41.41441826990556"
437,5706,178400,C,Lleida,32,11,el Poble Sec,3,Sants-Montjuïc,41.373418,2.154793,429319.12,4580555.994,18/06/2021,21/09/2021,TRÀNSIT,POINT (2.154793 41.373418),164,165,Paral.lel (Calàbria a Entença),"2.153988530206568,41.37497650758521,2.160790869419216,41.37497773016127"
438,5707,110803,C,Entença,155,9,la Nova Esquerra de l'Eixample,2,L'Eixample,41.383079,2.145831,428580.275,4581635.882,18/06/2021,19/10/2021,TRÀNSIT,POINT (2.145831 41.383079),113,114,Entença (Av. Roma a Josep Tarradellas),"2.147202814835902,41.38219680794396,2.142594569643743,41.38563430305257"
439,5746,16703,C,Anglesola,29,19,les Corts,4,Les Corts,41.388368,2.133023,427515.261,4582233.72,29/06/2021,16/02/2022,TRÀNSIT,POINT (2.133023 41.388368),106,107,Numància (Diagonal a Travessera de les Corts),"2.132706747742488,41.38946387844153,2.135204975160903,41.38692269759929"
